enter syscall:12 (RDI: 0, RSI: 139898418273836, RDX: 79, R10: 139898418273836, R8: 139898418306680, R9: 26)
exit syscall:9 (RDI: 139898416132096, RSI: 1540096, RDX: 5, R10: 2066, R8: 3, R9: 139264) = 139898416132096
enter syscall:9 (RDI: 139898417672192, RSI: 319488, RDX: 1, R10: 2066, R8: 3, R9: 1679360)
exit syscall:9 (RDI: 139898417672192, RSI: 319488, RDX: 1, R10: 2066, R8: 3, R9: 1679360) = 139898417672192
enter syscall:9 (RDI: 139898417991680, RSI: 24576, RDX: 3, R10: 2066, R8: 3, R9: 1994752)
exit syscall:9 (RDI: 139898417991680, RSI: 24576, RDX: 3, R10: 2066, R8: 3, R9: 1994752) = 139898417991680
enter syscall:9 (RDI: 139898418016256, RSI: 13920, RDX: 3, R10: 50, R8: 4294967295, R9: 0)
exit syscall:9 (RDI: 139898418016256, RSI: 13920, RDX: 3, R10: 50, R8: 4294967295, R9: 0) = 139898418016256
enter syscall:3 (RDI: 3, RSI: 41, RDX: 0, R10: 139898415992832, R8: 4026531573, R9: 1879048226)
exit syscall:3 (RDI: 3, RSI: 41, RDX: 0, R10: 139898415992832, R8: 4026531573, R9: 1879048226) = 0
enter syscall:158 (RDI: 4098, RSI: 139898418038080, RDX: -139898418040432, R10: 64, R8: 144, R9: 1)
exit syscall:158 (RDI: 4098, RSI: 139898418038080, RDX: -139898418040432, R10: 64, R8: 144, R9: 1) = 0
enter syscall:10 (RDI: 139898417991680, RSI: 16384, RDX: 1, R10: 139898418304512, R8: 139898417613280, R9: 139898418120304)
exit syscall:10 (RDI: 139898417991680, RSI: 16384, RDX: 1, R10: 139898418304512, R8: 139898417613280, R9: 139898418120304) = 0
enter syscall:10 (RDI: 94419345608704, RSI: 4096, RDX: 1, R10: 94419345612576, R8: 0, R9: 139898416049528)
exit syscall:10 (RDI: 94419345608704, RSI: 4096, RDX: 1, R10: 94419345612576, R8: 0, R9: 139898416049528) = 0
enter syscall:10 (RDI: 139898418302976, RSI: 4096, RDX: 1, R10: 139898418306920, R8: 0, R9: 139898416014032)
exit syscall:10 (RDI: 139898418302976, RSI: 4096, RDX: 1, R10: 139898418306920, R8: 0, R9: 139898416014032) = 0
enter syscall:11 (RDI: 139898418040832, RSI: 74232, RDX: 117244017246208, R10: 139898418306920, R8: 0, R9: 139898416014032)
exit syscall:11 (RDI: 139898418040832, RSI: 74232, RDX: 117244017246208, R10: 139898418306920, R8: 0, R9: 139898416014032) = 0
enter syscall:12 (RDI: 0, RSI: 135168, RDX: 688, R10: 139898418011104, R8: 139898418011104, R9: 139898416009328)
exit syscall:12 (RDI: 0, RSI: 135168, RDX: 688, R10: 139898418011104, R8: 139898418011104, R9: 139898416009328) = 94419368607744
enter syscall:12 (RDI: 94419368742912, RSI: 135168, RDX: 139898418021920, R10: 139898418011104, R8: 139898418011104, R9: 139898416009328)
exit syscall:12 (RDI: 94419368742912, RSI: 135168, RDX: 139898418021920, R10: 139898418011104, R8: 139898418011104, R9: 139898416009328) = 94419368742912
enter syscall:257 (RDI: 4294967196, RSI: 94419345604614, RDX: 577, R10: 438, R8: 4, R9: 1)
exit syscall:257 (RDI: 4294967196, RSI: 94419345604614, RDX: 577, R10: 438, R8: 4, R9: 1) = 3
enter syscall:5 (RDI: 3, RSI: 140721255451024, RDX: 140721255451024, R10: 438, R8: 1, R9: 1)
exit syscall:5 (RDI: 3, RSI: 140721255451024, RDX: 140721255451024, R10: 438, R8: 1, R9: 1) = 0
enter syscall:1 (RDI: 3, RSI: 140721255451440, RDX: 8192, R10: 438, R8: 8192, R9: 124)
exit syscall:1 (RDI: 3, RSI: 140721255451440, RDX: 8192, R10: 438, R8: 8192, R9: 124) = 4096
enter syscall:1 (RDI: 3, RSI: 140721255455536, RDX: 4096, R10: 438, R8: 8192, R9: 124)
exit syscall:1 (RDI: 3, RSI: 140721255455536, RDX: 4096, R10: 438, R8: 8192, R9: 124) = -14
enter syscall:3 (RDI: 3, RSI: 94419368608896, RDX: 139898417993888, R10: 438, R8: 0, R9: 0)
exit syscall:3 (RDI: 3, RSI: 94419368608896, RDX: 139898417993888, R10: 438, R8: 0, R9: 0) = 0
enter syscall:231 (RDI: 0, RSI: 60, RDX: 0, R10: 2, R8: 231, R9: -128)
 = ?
